date,tournament,event,weapon,event gender,rating restriction,age restriction,event rating,event size,place,competitor last name,competitor first name,club,usfa_number,rating before event,rating earned
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,1,Yukelson,Taly (Talia),Academy of Fencing Masters,100086410,B2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,2,Scala,Emma,Golden Gate Fencing Center,100138048,C2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,3,Peceli,Juliana,Davis Fencing Academy,100135083,B2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,3,Harkness,Anya,Academy of Fencing Masters,100125337,A2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,5,Rath,Lauren,East Bay Fencers Gym,100146741,C2014,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,6,Bloomer,Suzanne,Unattached (or Unknown),100053084,B2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,7,Podvisocka,Sofia,Golden Gate Fencing Center,100139420,E2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,8,Thomson,Sarah,Halberstadt Fencers' Club,100074783,C2013,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,9,Kornguth,Lindsay,East Bay Fencers Gym,100154953,E2014,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,10,Bulavko,Sonia,Academy of Fencing Masters,100175865,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,11,Harrison,Amelia,Dynamo Fencing Club (can),100162249,D2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,12,Cooper,Delaney,Marin Fencing Academy,100130621,E2014,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,13,Estrada,Anna,Golden Gate Fencing Center,100058710,D2013,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,14,Kaur,Simarpreet,George Platt's Swordplay,100156086,D2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,15,Zhang,Nancy,International Fencing Academy CA,100170988,E2014,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,16,Myers,Helen Sophia,Guerra Fencing Studio,100166373,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,17,Erickson,Laura ,North Bay Fencing Academy,100030574,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,18,Chriss,Rhonda,Unattached (or Unknown),100231959,E2012,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,19,Tom,Kristen,Halberstadt Fencers' Club,100116187,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Epee,Epee,Women,Open,Senior,B1,20,20,Sunchu,Tejasri,Le Club Touche,100166131,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,1,Noguchi,Julia,California Fencing Academy,100138247,A2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,2,Ash,Madeline,San Francisco Fencers Club,100135591,E2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,3,Kuen,Erica,Le Club Touche,100143794,C2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,3,Wang,Shannon,University of California at Berkeley,100128717,E2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,5,Lee,Jessica,California Fencing Academy,100156080,E2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,6,Vorametsanti,Andrea,San Francisco Fencers Club,100135709,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,7,La Rosa,Ludovica,Cardinal Fencing Club,100146755,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,8,Hong,Brittany,Halberstadt Fencers' Club,100175457,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,9,Xiang,Katherine,California Fencing Academy,100138098,D2014,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,10,Uyanik,Nerine,Le Club Touche,100157409,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,11,Leiman,Nina,Silicon Valley Fencing Center,100168205,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,12,Bhanot,Gayatri,San Francisco Fencers Club,100143670,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,13,Lee,Monica,Halberstadt Fencers' Club,100143234,E2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,14,Emery,Ayaka,California Fencing Academy,100137727,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,15,Samuels,Natalie,Halberstadt Fencers' Club,100136464,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,16,Hanamoto,Claire,Davis Fencing Academy,100128287,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,17,Tom,Kristen,Halberstadt Fencers' Club,100116187,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Foil,Foil,Women,Open,Senior,D1,18,18,Alten,Mayu,Silicon Valley Fencing Center,100176261,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Saber,Saber,Women,Open,Senior,E1,10,1,Zegers,Gabrielle,Premier Fencing Academy,100097974,B2014,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Saber,Saber,Women,Open,Senior,E1,10,2,Kynett,Kathryn,Hangtown Saber Club,100072480,D2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Saber,Saber,Women,Open,Senior,E1,10,3,Wang,Caroline,Cardinal Fencing Club,100128596,D2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Saber,Saber,Women,Open,Senior,E1,10,3,Clifton,Nikki,University of California at Davis,100086493,E2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Saber,Saber,Women,Open,Senior,E1,10,5,Yong,Annika,Cardinal Fencing Club,100190062,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Saber,Saber,Women,Open,Senior,E1,10,6,Tom,Kristen,Halberstadt Fencers' Club,100116187,E2015,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Saber,Saber,Women,Open,Senior,E1,10,7,Puckett,Samantha,Halberstadt Fencers' Club,100117052,E2014,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Saber,Saber,Women,Open,Senior,E1,10,8,Haq,Iman,Cardinal Fencing Club,100176147,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Saber,Saber,Women,Open,Senior,E1,10,9,Gray,Chloe,My Fencing Center,100168021,U,
08/30/2015,Bay Cup at HALB: WF1 WE1 WS1,Senior Women's Saber,Saber,Women,Open,Senior,E1,10,10,Hanamoto,Claire,Davis Fencing Academy,100128287,U,
