date,tournament,event,weapon,event gender,rating restriction,age restriction,event rating,event size,place,competitor last name,competitor first name,club,usfa_number,rating before event,rating earned
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,1,Mulligan,James,Salle Santa Cruz,100135296,B2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,2,Sohn,Christopher,Massialas Foundation,100175539,C2017,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,3,Knight,Ethan,Silicon Valley Fencing Center,100128873,C2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,3,Hadler,Benjamin,San Francisco Fencers Club,100102886,C2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,5,Liu,Justin,Massialas Foundation,100166505,C2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,6,Zhang,Vincent,Unattached (or Unknown),100126488,C2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,7,Barca-Hall,Tristan,Salle Santa Cruz,100132226,C2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,8,Lombardi,Leo,Massialas Foundation,100150922,D2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,9,Sherman,Marco,Massialas Foundation,100162109,D2017,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,10,Wadsworth,Drew,Silicon Valley Fencing Center,100126265,C2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,11,Tran,Andrew,Silicon Valley Fencing Center,100124707,C2015,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,12,Langen,Carter,Massialas Foundation,100162903,D2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,13,Ramamurthy,Sriram,Silicon Valley Fencing Center,100146423,E2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,14,Yang,Andy,Silicon Valley Fencing Center,100145466,D2017,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,15,Bermender,Cameron,North Bay Fencing Academy,100134016,B2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,16,Zheng,Alan,California Fencing Academy,100165277,D2017,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,17,Lui,Sebastian,Massialas Foundation,100146866,C2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,18,Oh,Samuel,Massialas Foundation,100169398,D2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,19,Sood,Kishan,California Fencing Academy,100181198,U,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,20,Shay,Derek,Silicon Valley Fencing Center,100129221,E2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,21,Hall,Harper,Golden Gate Fencing Center,100147862,U,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,22,Kong,Kenneth,San Francisco Fencers Club,100155507,E2015,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,23,Gu,Darren,Silicon Valley Fencing Center,100132231,C2015,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,24,Adams,Luke,Silicon Valley Fencing Center,100157226,C2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,25,Lurssen,Emmett,Marin Fencing Academy,100139962,E2015,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,26,Ko,Tyler,Massialas Foundation,100135510,U,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,27,Biery,Geo,Capital City Fencers Club - CA,100132422,E2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,28,Park,Brian,Silicon Valley Fencing Center,100127135,D2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,29,Wu,Andrew,Le Club Touche,100180153,U,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,30,Villegas,Alexander,Silicon Valley Fencing Center,100140009,U,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,31,Vogelstein,Samuel,East Bay Fencers Gym,100175762,U,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,Junior (U20) Men's Foil,Foil,Men,Open,Junior (U20),C2,32,32,Kalucha,Kanav,Fremont Fencers Club,,U,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,C & Above Senior Men's Foil,Foil,Men,C & Above,Senior,E1,7,1,Desai,Nalin,Silicon Valley Fencing Center,100047153,B2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,C & Above Senior Men's Foil,Foil,Men,C & Above,Senior,E1,7,2,Barca-Hall,Tristan,Salle Santa Cruz,100132226,C2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,C & Above Senior Men's Foil,Foil,Men,C & Above,Senior,E1,7,3,Mulligan,James,Salle Santa Cruz,100135296,B2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,C & Above Senior Men's Foil,Foil,Men,C & Above,Senior,E1,7,3,Mandoki,Sandor,Halberstadt Fencers' Club,100074005,A2014,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,C & Above Senior Men's Foil,Foil,Men,C & Above,Senior,E1,7,5,Bermender,Cameron,North Bay Fencing Academy,100134016,B2016,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,C & Above Senior Men's Foil,Foil,Men,C & Above,Senior,E1,7,6,Tran,Andrew,Silicon Valley Fencing Center,100124707,C2015,
02/12/2017,Bay Cup at HALB: JMF3 XF3 DV1MF2,C & Above Senior Men's Foil,Foil,Men,C & Above,Senior,E1,7,7,Fiatarone,Dr. James,George Platt's Swordplay,100073116,C2016,
